iter,alpha_M1f,beta_M1f,LL_M1f,LL_M3_sim,LR_sim,best_init_idx,n_total_sim,ll_init_0,ll_init_1,ll_init_2,ll_init_3,ll_init_4,ll_init_anchor
694,0,0.01,-728648.499065,-728648.499065,0.000000,-1,122897,-728648.547805,-728649.771413,-728650.517603,-728649.554881,-728650.691435,-728648.499065
695,0,0.01,-729644.673042,-729644.673042,0.000000,-1,123080,-729644.680480,-729647.178486,-729647.985635,-729646.968400,-729648.175786,-729644.673042
696,0.0001003339524,0.0107910857,-728776.782115,-728776.804483,0.044737,0,122909,-728776.782115,-728777.484943,-728777.985015,-728777.346306,-728778.098377,-728776.804483
697,0.00010036976,0.01076073648,-730750.038286,-730750.062187,0.047802,0,123285,-730750.038286,-730750.564984,-730751.142878,-730750.389252,-730751.276399,-730750.062187
698,0,0.01,-730731.202067,-730731.202067,0.000000,-1,123323,-730731.209741,-730733.275073,-730734.065725,-730733.036881,-730734.245392,-730731.202067
699,0.0001002515935,0.01081000643,-725811.997035,-725812.014803,0.035536,0,122266,-725811.997035,-725813.410372,-725813.983353,-725813.251571,-725814.111706,-725812.014803
700,0,0.01,-724042.710268,-724042.710268,0.000000,-1,121984,-724042.789427,-724044.513364,-724045.387210,-724044.219333,-724045.586087,-724042.710268
701,0,0.01,-728752.476704,-728752.476704,0.000000,-1,122956,-728752.521841,-728754.542039,-728755.222705,-728754.375954,-728755.372647,-728752.476704
702,0.000101013738,0.01078080551,-725854.120185,-725854.182189,0.124008,0,122324,-725854.120185,-725855.275077,-725855.713986,-725855.161448,-725855.822125,-725854.182189
703,0,0.01,-727260.961277,-727260.961277,-0.000000,-1,122572,-727260.962767,-727262.728171,-727263.339957,-727262.572754,-727263.487045,-727260.961277
704,0.0001002547619,0.01078915914,-727295.685693,-727295.703475,0.035562,0,122634,-727295.685693,-727296.661999,-727297.146552,-727296.540243,-727297.259622,-727295.703475
705,0.0001067994758,0.01554878602,-730444.821108,-730444.888307,0.134398,0,123312,-730444.821108,-730445.154885,-730445.596560,-730445.021778,-730445.693307,-730444.888307
706,0.0002124534492,0.1247406898,-729392.551847,-729392.776801,0.449908,0,123046,-729392.551847,-729393.119730,-729393.617940,-729392.982347,-729393.722563,-729392.776801
707,0,0.01,-727643.345973,-727643.345973,0.000000,-1,122714,-727643.367642,-727645.479026,-727646.297474,-727645.223234,-727646.473257,-727643.345973
708,0.0001018155408,0.01583252779,-725103.428983,-725103.454192,0.050417,0,122231,-725103.428983,-725104.346968,-725104.838515,-725104.229726,-725104.947687,-725103.454192
709,0,0.01,-724475.864281,-724475.864281,0.000000,-1,122037,-724475.884098,-724477.603729,-724478.289908,-724477.389673,-724478.446136,-724475.864281
710,0.0001009981471,0.01077239467,-727369.266586,-727369.327578,0.121984,0,122637,-727369.266586,-727370.119565,-727370.750437,-727369.862919,-727370.886542,-727369.327578
711,0,0.01,-729081.001611,-729081.001611,-0.000000,-1,123044,-729081.043769,-729082.859431,-729083.501819,-729082.701669,-729083.648450,-729081.001611
712,0,0.01,-724633.785864,-724633.785864,-0.000000,-1,122048,-724633.856831,-724635.594630,-724636.424044,-724635.339817,-724636.615180,-724633.785864
713,0,0.01,-729648.741150,-729648.741150,-0.000000,-1,123083,-729648.751630,-729650.449935,-729651.082134,-729650.278224,-729651.225105,-729648.741150
714,0.000100071224,0.01037511168,-726694.358513,-726694.369194,0.021361,0,122503,-726694.358513,-726696.618020,-726697.286438,-726696.444626,-726697.450734,-726694.369194
715,0.0003713604312,0.1186252147,-727543.883009,-727544.412374,1.058731,0,122647,-727543.883009,-727544.058610,-727544.467929,-727543.934383,-727544.556586,-727544.412374
716,0.00010073666,0.01077555103,-726568.883806,-726568.929250,0.090889,0,122433,-726568.883806,-726569.602561,-726570.125141,-726569.448049,-726570.241449,-726568.929251
717,0,0.01,-727661.486789,-727661.486789,-0.000000,-1,122707,-727661.509137,-727663.704811,-727664.476977,-727663.480468,-727664.651774,-727661.486789
718,0.0001000776329,0.01036264248,-728578.827277,-728578.838169,0.021783,0,122879,-728578.827277,-728580.321557,-728580.997157,-728580.107300,-728581.133267,-728578.838169
719,0.0001002293285,0.01078455918,-728078.348495,-728078.364452,0.031915,0,122785,-728078.348495,-728078.695703,-728079.248349,-728078.516784,-728079.366607,-728078.364452
720,0,0.01,-727734.352623,-727734.352623,-0.000000,-1,122784,-727734.366564,-727736.035700,-727736.685751,-727735.854855,-727736.827229,-727734.352623
721,0,0.01,-730147.496964,-730147.496964,-0.000000,-1,123213,-730147.499853,-730149.695480,-730150.362321,-730149.525561,-730150.515996,-730147.496964
722,0,0.01,-727843.375798,-727843.375798,0.000000,-1,122700,-727843.398818,-727845.252406,-727845.870585,-727845.109342,-727846.018595,-727843.375798
723,0.003085705052,0.06281298162,-727160.756005,-727161.105155,0.698299,3,122607,-727160.834235,-727160.836385,-727161.185821,-727160.756005,-727161.266007,-727161.105155
724,0.0001003279174,0.01079165087,-727312.453833,-727312.475810,0.043954,0,122617,-727312.453833,-727313.058275,-727313.627674,-727312.899006,-727313.759048,-727312.475810
725,0.0001008885767,0.01201737443,-727711.829859,-727711.854979,0.050241,0,122705,-727711.829859,-727712.628167,-727713.057416,-727712.521056,-727713.156801,-727711.854979
726,0,0.01,-727126.195504,-727126.195504,0.000000,-1,122522,-727126.275905,-727127.929477,-727128.739471,-727127.691877,-727128.920040,-727126.195504
727,0,0.01,-727556.172656,-727556.172656,0.000000,-1,122679,-727556.235488,-727558.282670,-727559.029593,-727558.104673,-727559.199158,-727556.172656
728,0.0001001951062,0.01077234914,-728628.671973,-728628.685886,0.027827,0,122897,-728628.671973,-728630.080802,-728630.596399,-728629.954690,-728630.716529,-728628.685886
729,0,0.01,-730639.408131,-730639.408131,-0.000000,-1,123320,-730639.423887,-730641.637278,-730642.365981,-730641.446623,-730642.533337,-730639.408131
730,0.000100145929,0.01038283544,-729013.860171,-729013.879892,0.039443,0,122944,-729013.860171,-729015.223761,-729015.789837,-729015.052496,-729015.926302,-729013.879892
731,0,0.01,-725769.076418,-725769.076418,0.000000,-1,122297,-725769.112350,-725771.191384,-725772.090378,-725770.888518,-725772.291612,-725769.076418
732,0.0001007989185,0.01076537134,-729570.199960,-729570.249221,0.098521,0,123067,-729570.199960,-729571.763104,-729572.264954,-729571.623286,-729572.375319,-729570.249221
733,0,0.01,-729367.818876,-729367.818876,0.000000,-1,123031,-729367.830978,-729368.583657,-729369.472696,-729368.216488,-729369.662028,-729367.818876
734,0.000265742313,0.1200314212,-726456.201511,-726456.523737,0.644453,0,122486,-726456.201511,-726456.326807,-726456.789582,-726456.205859,-726456.877061,-726456.523737
735,0,0.01,-725714.004271,-725714.004271,-0.000000,-1,122330,-725714.035080,-725715.447232,-725716.103582,-725715.265116,-725716.248088,-725714.004271
736,0.0001094752171,0.0173616186,-728617.572732,-728617.646622,0.147780,0,122893,-728617.572732,-728618.207429,-728618.575628,-728618.120940,-728618.668596,-728617.646622
737,0.000100358279,0.01036780038,-730519.547265,-730519.591636,0.088743,0,123303,-730519.547265,-730521.682495,-730522.294967,-730521.495814,-730522.438900,-730519.591636
738,0,0.01,-730440.204318,-730440.204318,0.000000,-1,123229,-730440.253174,-730442.505375,-730443.414206,-730442.238093,-730443.614737,-730440.204318
739,0,0.01,-729024.973246,-729024.973246,-0.000000,-1,122971,-729025.025473,-729025.573732,-729026.429954,-729025.279802,-729026.602130,-729024.973246
740,0.002659188796,0.08138783875,-728286.600308,-728287.114630,1.028644,3,122801,-728287.113357,-728286.861984,-728287.532750,-728286.600308,-728287.661148,-728287.114630
741,0.000100012885,0.01037090072,-726800.745934,-726800.749776,0.007684,0,122515,-726800.745934,-726802.012722,-726802.714243,-726801.789107,-726802.866453,-726800.749776
742,0.0001001609391,0.01078892493,-728846.269652,-728846.281700,0.024097,0,122854,-728846.269652,-728847.848583,-728848.409678,-728847.704029,-728848.539829,-728846.281701
743,0,0.01,-726020.005264,-726020.005264,0.000000,-1,122386,-726020.034134,-726022.013871,-726022.763860,-726021.800911,-726022.935364,-726020.005264
744,0,0.01,-725722.417719,-725722.417719,-0.000000,-1,122354,-725722.458398,-725724.648243,-725725.486554,-725724.393800,-725725.680806,-725722.417719
745,0.0001002497281,0.0103625458,-728094.071274,-728094.102609,0.062669,0,122798,-728094.071274,-728096.235645,-728096.884540,-728096.040634,-728097.037022,-728094.102608
746,0,0.01,-729952.621472,-729952.621472,-0.000000,-1,123154,-729952.625846,-729952.976651,-729953.592472,-729952.789193,-729953.713768,-729952.621472
747,0,0.01,-728218.335200,-728218.335200,-0.000000,-1,122809,-728218.413564,-728220.116118,-728220.940307,-728219.864037,-728221.122453,-728218.335200
748,0.0004192662185,0.203204693,-728750.231653,-728751.295423,2.127540,0,122922,-728750.231653,-728750.490045,-728751.097229,-728750.293055,-728751.221973,-728751.295423
749,0,0.01,-731700.572960,-731700.572960,0.000000,-1,123452,-731700.587240,-731701.778091,-731702.469685,-731701.568508,-731702.619629,-731700.572960
750,0.0001000291343,0.01080131189,-728035.215381,-728035.220123,0.009483,0,122813,-728035.215381,-728036.672571,-728037.195365,-728036.553952,-728037.321273,-728035.220122
751,0,0.01,-726153.373276,-726153.373276,-0.000000,-1,122408,-726153.389090,-726155.132982,-726155.856631,-726154.897871,-726156.019236,-726153.373276
752,0.0001001603969,0.01075758408,-727609.808085,-727609.819535,0.022900,0,122701,-727609.808085,-727611.597298,-727612.162370,-727611.450314,-727612.298101,-727609.819535
753,0,0.01,-726893.068891,-726893.068891,-0.000000,-1,122527,-726893.127437,-726894.784670,-726895.462213,-726894.601620,-726895.614194,-726893.068891
754,0.0001012425956,0.01076916762,-727152.514828,-727152.590477,0.151297,0,122573,-727152.514828,-727153.729829,-727154.137528,-727153.630080,-727154.232898,-727152.590477
755,0.008201597402,0.04220227096,-727177.633724,-727186.295281,17.323114,2,122593,-727181.711089,-727177.637449,-727177.633724,-727177.694810,-727177.641727,-727186.295281
756,0.003156758205,0.06026421404,-727203.295128,-727203.868622,1.146989,3,122612,-727203.820547,-727203.385970,-727203.729080,-727203.295128,-727203.804081,-727203.868622
757,0,0.01,-726950.223750,-726950.223750,0.000000,-1,122512,-726950.225932,-726951.485514,-726952.053075,-726951.337985,-726952.179316,-726950.223750
758,0.0001010012406,0.01077234158,-725980.578194,-725980.639757,0.123126,0,122331,-725980.578194,-725981.261466,-725981.729198,-725981.122343,-725981.838052,-725980.639757
759,0.0001001266401,0.01076719711,-725506.278937,-725506.288468,0.019063,0,122260,-725506.278937,-725508.302615,-725508.909334,-725508.157451,-725509.058034,-725506.288468
760,0.0001002844274,0.01078975096,-729508.973073,-729508.992430,0.038714,0,123062,-729508.973073,-729510.288298,-729510.811332,-729510.157694,-729510.932310,-729508.992430
761,0.0001006819511,0.01077305663,-726217.373135,-726217.415299,0.084327,0,122401,-726217.373135,-726218.544268,-726219.073304,-726218.383019,-726219.190826,-726217.415299
762,0,0.01,-729659.902374,-729659.902374,-0.000000,-1,123110,-729659.945060,-729661.542265,-729662.372838,-729661.280340,-729662.558739,-729659.902374
763,0,0.01,-721530.711207,-721530.711207,0.000000,-1,121522,-721530.777662,-721531.864245,-721532.550432,-721531.657875,-721532.702718,-721530.711207
764,0.0001010664963,0.01077610857,-729117.554526,-729117.619681,0.130309,0,122962,-729117.554526,-729118.997651,-729119.449381,-729118.882384,-729119.552444,-729117.619681
765,0.0001000044694,0.01037799485,-728777.087289,-728777.090105,0.005631,0,122877,-728777.087289,-728778.397996,-728779.061072,-728778.195682,-728779.212360,-728777.090105
766,0.0001040030441,0.01457436595,-729292.105812,-729292.157230,0.102836,0,122946,-729292.105812,-729293.400020,-729293.820458,-729293.313605,-729293.919383,-729292.157230
767,0.0001002438556,0.01078986148,-729421.149777,-729421.166736,0.033918,0,122992,-729421.149777,-729421.600808,-729422.260646,-729421.370982,-729422.389105,-729421.166736
768,0,0.01,-727962.115362,-727962.115362,-0.000000,-1,122765,-727962.133327,-727964.099646,-727964.929087,-727963.840762,-727965.108395,-727962.115362
769,0.0001004903272,0.01079276809,-727812.824370,-727812.855869,0.063000,0,122768,-727812.824370,-727814.119466,-727814.595983,-727814.003575,-727814.702380,-727812.855869
770,0,0.01,-730900.805738,-730900.805738,-0.000000,-1,123365,-730900.817537,-730901.794374,-730902.378011,-730901.622216,-730902.511233,-730900.805738
771,9.998472435e-05,0.01036813204,-730367.704682,-730367.705064,0.000766,0,123248,-730367.704682,-730369.800496,-730370.525310,-730369.589273,-730370.686786,-730367.705065
772,0.002457564032,0.08499936085,-726736.823778,-726737.362889,1.078223,3,122491,-726737.384116,-726736.975422,-726737.534330,-726736.823778,-726737.662456,-726737.362889
773,0.0001002952878,0.01076637285,-729447.958892,-729447.978105,0.038426,0,123074,-729447.958892,-729449.990088,-729450.603408,-729449.857168,-729450.743767,-729447.978105
774,0,0.01,-728949.646761,-728949.646761,-0.000000,-1,122949,-728949.679317,-728951.446412,-728952.195798,-728951.229004,-728952.361805,-728949.646761
775,0.0001001861153,0.0107849368,-729370.110071,-729370.123512,0.026882,0,123004,-729370.110071,-729370.804283,-729371.469054,-729370.579525,-729371.623638,-729370.123511
776,0,0.01,-728424.227190,-728424.227190,0.000000,-1,122799,-728424.279742,-728426.279868,-728427.105491,-728426.045783,-728427.305405,-728424.227190
777,0.004172118335,0.0625743775,-725150.042906,-725152.185188,4.284563,3,122201,-725150.205787,-725150.178524,-725150.562614,-725150.042906,-725150.638453,-725152.185188
778,0,0.01,-729861.082667,-729861.082667,-0.000000,-1,123164,-729861.093048,-729863.608851,-729864.412641,-729863.389153,-729864.607277,-729861.082667
779,0,0.01,-725887.786244,-725887.786244,0.000000,-1,122329,-725887.853642,-725890.011763,-725890.921489,-725889.752898,-725891.139543,-725887.786244
780,0,0.01,-727694.721253,-727694.721253,-0.000000,-1,122663,-727694.735396,-727695.469499,-727695.952479,-727695.350917,-727696.057928,-727694.721253
781,0.0001113555096,0.02090473999,-727417.154957,-727417.221746,0.133579,0,122638,-727417.154957,-727417.572653,-727417.990998,-727417.460346,-727418.083172,-727417.221746
782,0,0.01,-726677.829452,-726677.829452,-0.000000,-1,122509,-726677.840925,-726679.287717,-726680.180065,-726678.939060,-726680.370545,-726677.829452
783,0,0.01,-727074.996023,-727074.996023,0.000000,-1,122528,-727075.026170,-727076.898382,-727077.692476,-727076.661798,-727077.886169,-727074.996023
784,0,0.01,-728525.696009,-728525.696009,-0.000000,-1,122887,-728525.711401,-728528.181054,-728529.016548,-728527.968123,-728529.219305,-728525.696009
785,0,0.01,-729764.511910,-729764.511910,-0.000000,-1,123123,-729764.543879,-729766.554900,-729767.242220,-729766.372835,-729767.397980,-729764.511910
786,0.0001003964882,0.01037382146,-728787.351975,-728787.400956,0.097962,0,122929,-728787.351975,-728789.407987,-728790.009786,-728789.224176,-728790.148749,-728787.400956
787,0.0001005086971,0.01078205593,-728536.597138,-728536.629499,0.064722,0,122911,-728536.597138,-728537.775358,-728538.334334,-728537.623400,-728538.462134,-728536.629499
788,0.0001000161818,0.01037422473,-728199.052802,-728199.057075,0.008546,0,122785,-728199.052802,-728200.532902,-728201.112904,-728200.370897,-728201.242565,-728199.057075
789,0.0001004379347,0.01075709485,-728762.504195,-728762.531870,0.055349,0,122879,-728762.504195,-728764.316964,-728764.894125,-728764.153854,-728765.016211,-728762.531870
790,0.0001321565383,0.03681344496,-729223.445211,-729223.545732,0.201043,0,122975,-729223.445211,-729224.007954,-729224.433852,-729223.902775,-729224.539294,-729223.545733
791,0.0001003217206,0.01079351642,-727399.864428,-727399.886287,0.043718,0,122656,-727399.864428,-727400.930676,-727401.558272,-727400.719045,-727401.695455,-727399.886287
792,8.87889054e-05,0.04523037167,-727934.920196,-727934.937207,0.034024,0,122749,-727934.920196,-727935.767694,-727936.300766,-727935.635259,-727936.418239,-727934.937207
793,0.0001000815245,0.01035638605,-729336.011263,-729336.022436,0.022346,0,122990,-729336.011263,-729338.344632,-729339.087633,-729338.115888,-729339.264411,-729336.022437
794,0,0.01,-727430.921714,-727430.921714,0.000000,-1,122655,-727430.976158,-727432.827644,-727433.592377,-727432.608051,-727433.767126,-727430.921714
795,0.0001005593195,0.01077439717,-729043.593416,-729043.628208,0.069583,0,122885,-729043.593416,-729044.754295,-729045.340260,-729044.576359,-729045.470827,-729043.628208
796,0.0001018438482,0.01284092259,-727244.257099,-727244.293409,0.072621,0,122610,-727244.257099,-727245.584857,-727246.040164,-727245.482776,-727246.134536,-727244.293409
797,0.00010024561,0.01037232636,-730660.761082,-730660.792612,0.063059,0,123303,-730660.761082,-730662.457934,-730663.045168,-730662.282543,-730663.181517,-730660.792612
798,0.0001003079664,0.01037530984,-728381.255448,-728381.294095,0.077294,0,122805,-728381.255448,-728382.104689,-728382.812996,-728381.822780,-728382.953178,-728381.294095
799,0,0.01,-727221.783815,-727221.783815,0.000000,-1,122589,-727221.822907,-727223.646959,-727224.348578,-727223.463293,-727224.504829,-727221.783815
800,0.0001003341571,0.0108051083,-727160.736307,-727160.758986,0.045358,0,122577,-727160.736307,-727162.568094,-727163.080850,-727162.447118,-727163.208521,-727160.758986
801,0.00010013919,0.01078431298,-729060.621690,-729060.632273,0.021166,0,122990,-729060.621690,-729062.605225,-729063.186721,-729062.455792,-729063.335502,-729060.632273
802,0.000100059339,0.0107917618,-730803.618404,-730803.624475,0.012141,0,123321,-730803.618404,-730805.075082,-730805.651977,-730804.925865,-730805.781954,-730803.624475
803,0,0.01,-726668.729614,-726668.729614,0.000000,-1,122504,-726668.802539,-726670.101458,-726671.026931,-726669.709045,-726671.238179,-726668.729614
804,0.0001000926756,0.01078641641,-728048.147230,-728048.155337,0.016213,0,122724,-728048.147230,-728049.735198,-728050.263658,-728049.610315,-728050.387210,-728048.155337
805,0.0003074289579,0.1006688682,-726999.942720,-727000.282955,0.680469,0,122562,-726999.942720,-727000.287491,-727000.610468,-727000.215245,-727000.691375,-727000.282955
806,0,0.01,-726454.533833,-726454.533833,-0.000000,-1,122456,-726454.540886,-726455.889998,-726456.462231,-726455.737000,-726456.588461,-726454.533833
807,0.003872929071,0.07279904422,-727435.053643,-727438.056635,6.005985,3,122625,-727436.215293,-727435.162199,-727435.545575,-727435.053643,-727435.629007,-727438.056635
808,0.0001000774191,0.01037738903,-727856.990665,-727857.002017,0.022705,0,122736,-727856.990665,-727859.280649,-727859.951011,-727859.117263,-727860.107112,-727857.002017
809,0.0001008403044,0.010788873,-728776.537723,-728776.590185,0.104924,0,122945,-728776.537723,-728776.687709,-728777.149640,-728776.549886,-728777.239010,-728776.590185
810,0.000100305804,0.01035180817,-726506.985244,-726507.022690,0.074892,0,122505,-726506.985244,-726508.875732,-726509.559640,-726508.661159,-726509.706490,-726507.022690
811,0,0.01,-728887.839709,-728887.839709,0.000000,-1,122983,-728887.882548,-728890.395968,-728891.407099,-728889.960939,-728891.623867,-728887.839709
812,0,0.01,-727339.179741,-727339.179741,-0.000000,-1,122621,-727339.217099,-727341.333379,-727342.158546,-727341.070098,-727342.334919,-727339.179741
813,0.000100829493,0.0107585943,-727589.884606,-727589.935392,0.101571,0,122663,-727589.884606,-727590.777849,-727591.301619,-727590.612359,-727591.422101,-727589.935392
814,0,0.01,-726353.012844,-726353.012844,0.000000,-1,122428,-726353.079225,-726354.871656,-726355.698293,-726354.612238,-726355.888077,-726353.012844
815,0,0.01,-730159.943852,-730159.943852,0.000000,-1,123193,-730159.967626,-730162.183725,-730162.929433,-730161.988214,-730163.107302,-730159.943852
816,0.004036140591,0.04370858907,-727521.974811,-727522.363239,0.776857,3,122653,-727522.036628,-727522.016745,-727522.247884,-727521.974811,-727522.308493,-727522.363239
817,7.87391607e-05,0.05627277003,-730051.311098,-730051.322406,0.022615,0,123155,-730051.311098,-730052.202638,-730052.798659,-730052.065656,-730052.937769,-730051.322406
818,0,0.01,-730666.156322,-730666.156322,0.000000,-1,123292,-730666.200255,-730667.800482,-730668.498704,-730667.613183,-730668.662228,-730666.156322
819,0,0.01,-724813.785833,-724813.785833,-0.000000,-1,122051,-724813.824365,-724816.241957,-724817.109775,-724815.992718,-724817.335543,-724813.785833
820,0.0001003556212,0.01075501221,-728180.512397,-728180.535056,0.045317,0,122789,-728180.512397,-728181.779802,-728182.389674,-728181.587118,-728182.526892,-728180.535056
821,0.0001010537286,0.01076388161,-727758.417494,-727758.481746,0.128503,0,122702,-727758.417494,-727759.916549,-727760.389976,-727759.797541,-727760.500187,-727758.481746
822,0.000100569928,0.01075711663,-727761.282196,-727761.317527,0.070662,0,122714,-727761.282196,-727763.216883,-727763.771271,-727763.062632,-727763.900101,-727761.317527
823,0,0.01,-727903.880971,-727903.880971,0.000000,-1,122725,-727903.893284,-727904.701915,-727905.358733,-727904.495897,-727905.486002,-727903.880971
824,0,0.01,-728711.845253,-728711.845253,-0.000000,-1,122966,-728711.869872,-728714.005531,-728714.798777,-728713.749408,-728714.979832,-728711.845253
825,0,0.01,-731934.565676,-731934.565676,-0.000000,-1,123578,-731934.594974,-731937.017375,-731937.853322,-731936.791695,-731938.057055,-731934.565676
826,0,0.01,-725804.905307,-725804.905307,0.000000,-1,122373,-725804.906462,-725806.903051,-725807.591512,-725806.707546,-725807.751467,-725804.905307
827,0.0001003280996,0.01075762626,-725208.182629,-725208.203677,0.042097,0,122213,-725208.182629,-725209.683132,-725210.282272,-725209.497038,-725210.418049,-725208.203677
828,0.0001005439847,0.01079532011,-728084.980449,-728085.015100,0.069303,0,122817,-728084.980449,-728085.737473,-728086.251735,-728085.586757,-728086.367508,-728085.015100
829,0,0.01,-727491.371344,-727491.371343,-0.000000,-1,122698,-727491.448836,-727493.039086,-727493.667915,-727492.892949,-727493.809673,-727491.371344
830,0.0001004757794,0.01076467269,-726792.978815,-726793.008701,0.059771,0,122533,-726792.978815,-726794.049821,-726794.581466,-726793.888045,-726794.706006,-726793.008701
831,0,0.01,-728909.164040,-728909.164040,-0.000000,-1,122918,-728909.169556,-728910.856907,-728911.575368,-728910.617477,-728911.740675,-728909.164040
832,0.0001001932395,0.0107757554,-729141.634980,-729141.648610,0.027259,0,123034,-729141.634980,-729142.087503,-729142.682265,-729141.908425,-729142.790718,-729141.648610
833,0.0001001385274,0.01037613115,-727581.336732,-727581.355436,0.037407,0,122699,-727581.336732,-727581.709003,-727582.287243,-727581.528126,-727582.404228,-727581.355436
834,0.0001007504975,0.01080080272,-731832.692361,-731832.739738,0.094754,0,123514,-731832.692361,-731833.630830,-731834.153971,-731833.485843,-731834.268181,-731832.739738
835,0.004027101234,0.1062583337,-727879.639997,-727886.381206,13.482419,3,122821,-727880.603114,-727879.868059,-727880.603985,-727879.639997,-727880.746277,-727886.381206
836,0.003477802296,0.05233886457,-729306.724651,-729307.159270,0.869238,3,123020,-729306.737727,-729306.812492,-729307.159839,-729306.724651,-729307.237742,-729307.159270
837,0,0.01,-731270.798151,-731270.798151,-0.000000,-1,123429,-731270.829314,-731272.822091,-731273.599846,-731272.586514,-731273.776379,-731270.798151
838,0,0.01,-729623.516291,-729623.516291,-0.000000,-1,123063,-729623.545169,-729625.900701,-729626.743947,-729625.670739,-729626.949024,-729623.516291
839,0,0.01,-728555.183636,-728555.183636,-0.000000,-1,122899,-728555.275940,-728557.135241,-728557.968585,-728556.906222,-728558.185685,-728555.183636
840,0,0.01,-725660.601955,-725660.601955,0.000000,-1,122306,-725660.611218,-725661.856668,-725662.445902,-725661.691099,-725662.571905,-725660.601955
841,0,0.01,-727742.579380,-727742.579380,0.000000,-1,122656,-727742.596134,-727744.449958,-727745.081295,-727744.300819,-727745.234235,-727742.579380
842,0,0.01,-729478.076759,-729478.076759,0.000000,-1,123050,-729478.082243,-729478.663736,-729479.278990,-729478.493977,-729479.396418,-729478.076759
843,0,0.01,-727565.623575,-727565.623575,0.000000,-1,122650,-727565.633047,-727567.760900,-727568.475792,-727567.578604,-727568.641154,-727565.623575
844,0,0.01,-725991.530445,-725991.530445,0.000000,-1,122322,-725991.551533,-725993.534876,-725994.330444,-725993.283613,-725994.496714,-725991.530445
845,0,0.01,-725776.527657,-725776.527657,-0.000000,-1,122287,-725776.528085,-725778.133562,-725778.848818,-725777.894185,-725779.004575,-725776.527657
846,0,0.01,-726180.177731,-726180.177731,-0.000000,-1,122420,-726180.220852,-726182.216165,-726182.964772,-726182.026839,-726183.136986,-726180.177731
847,0.0001001781424,0.01035551358,-727321.271103,-727321.293645,0.045084,0,122609,-727321.271103,-727323.647194,-727324.369138,-727323.433261,-727324.540341,-727321.293645
848,0,0.01,-729453.449463,-729453.449463,0.000000,-1,123045,-729453.452033,-729455.112082,-729455.791330,-729454.926747,-729455.960518,-729453.449463
849,0,0.01,-725953.133596,-725953.133596,0.000000,-1,122333,-725953.173312,-725955.287125,-725956.054596,-725955.082215,-725956.252364,-725953.133596
850,0,0.01,-729260.200566,-729260.200566,0.000000,-1,122987,-729260.260889,-729262.559672,-729263.451279,-729262.344181,-729263.650980,-729260.200566
851,0,0.01,-726577.120463,-726577.120463,0.000000,-1,122508,-726577.155382,-726578.860936,-726579.513872,-726578.702850,-726579.675812,-726577.120463
852,0.0001000020519,0.01036636122,-732025.046091,-732025.048567,0.004953,0,123594,-732025.046091,-732026.233250,-732026.964552,-732025.980007,-732027.114585,-732025.048567
853,0,0.01,-727017.042040,-727017.042040,-0.000000,-1,122596,-727017.052582,-727018.305338,-727019.050842,-727018.046564,-727019.198281,-727017.042040
854,0,0.01,-728039.668503,-728039.668503,-0.000000,-1,122756,-728039.700900,-728041.176086,-728041.872338,-728040.976267,-728042.032432,-728039.668503
855,0.003712924767,0.05596406754,-730940.749240,-730941.810409,2.122336,3,123400,-730941.339290,-730940.804395,-730941.081431,-730940.749240,-730941.149145,-730941.810409
856,9.996122775e-05,0.01079026558,-726668.635207,-726668.635628,0.000842,0,122511,-726668.635207,-726669.519435,-726670.000528,-726669.387978,-726670.108710,-726668.635628
857,0,0.01,-730358.269930,-730358.269930,0.000000,-1,123242,-730358.380791,-730360.215320,-730361.236765,-730359.903689,-730361.472313,-730358.269930
858,0,0.01,-728571.210138,-728571.210138,0.000000,-1,122847,-728571.283792,-728572.642786,-728573.337043,-728572.435675,-728573.497460,-728571.210138
859,0,0.01,-729222.638023,-729222.638023,-0.000000,-1,123025,-729222.709377,-729224.815051,-729225.703496,-729224.545230,-729225.919354,-729222.638023
860,0,0.01,-729483.944502,-729483.944502,-0.000000,-1,123056,-729483.983933,-729486.548614,-729487.521612,-729486.297079,-729487.744102,-729483.944502
861,0.0001004875332,0.01075942113,-727883.264083,-727883.294513,0.060861,0,122784,-727883.264083,-727884.608401,-727885.151884,-727884.457522,-727885.267652,-727883.294513
862,0,0.01,-727210.519763,-727210.519763,-0.000000,-1,122569,-727210.541919,-727211.729178,-727212.357816,-727211.539904,-727212.498652,-727210.519763
863,0,0.01,-728482.739110,-728482.739110,-0.000000,-1,122851,-728482.766061,-728484.289815,-728649.875115,-728484.056340,-728485.184923,-728482.739110
864,0,0.01,-731168.612514,-731168.612514,0.000000,-1,123400,-731168.613998,-731170.205931,-731170.962083,-731169.955332,-731171.127398,-731168.612514
865,0,0.01,-727699.795107,-727699.795108,0.000000,-1,122722,-727699.850896,-727702.191589,-727703.110218,-727701.915484,-727703.346225,-727699.795107
866,0.0001006478586,0.01079191629,-728355.849851,-728355.890871,0.082041,0,122852,-728355.849851,-728356.897361,-728357.453121,-728356.726613,-728357.576454,-728355.890871
867,0.0001001163905,0.01079571795,-729075.911438,-729075.921224,0.019573,0,122971,-729075.911438,-729076.765604,-729077.280647,-729076.633377,-729077.400774,-729075.921224
868,0,0.01,-726159.080433,-726159.080433,0.000000,-1,122383,-726159.095839,-726160.655919,-726161.330202,-726160.452169,-726161.476832,-726159.080433
